objective,p0,p1,p2,p3,p4,p5,p6,p7
15.85735,32,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.799800000000001,8,sockets,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
16.05535,32,cores,master,dynamic,#pragma omp parallel for, ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.697849999999999,192,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
16.58775,192,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
15.8317,8,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
16.8399,192,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
15.71075,192,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
16.86645,192,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, 
15.67675,256,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
15.6639,192,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait, 
16.55695,192,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
15.74325,256,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait, 
15.7724,192,cores,close,static, ,#pragma unroll,#pragma omp for nowait, 
15.72015,192,cores,close,static, ,#pragma unroll (6),#pragma omp for, 
15.723849999999999,192,cores,master,static, ,#pragma unroll (6),#pragma omp for nowait, 
15.823450000000001,96,cores,close,static, , ,#pragma omp for nowait, 
15.785250000000001,192,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);
15.87035,192,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
15.8198,4,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait, 
15.7899,192,threads,close,static, ,#pragma unroll (6),#pragma omp for nowait, 
15.70135,192,cores,close,static, , ,#pragma omp for nowait, 
16.700400000000002,192,cores,close,static,#pragma omp parallel for, ,#pragma omp for nowait, 
15.81855,192,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
15.681999999999999,2,cores,close,static, ,#pragma unroll (6),#pragma omp for nowait, 
15.6328,192,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
16.86005,192,cores,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, 
15.59285,192,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.734,64,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
15.631,192,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.641300000000001,192,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.701049999999999,192,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.62195,96,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.7207,192,cores,close,dynamic, ,#pragma unroll,#pragma omp for, 
15.6911,192,cores,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.67075,32,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.65305,128,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.621500000000001,192,cores,close,dynamic, , ,#pragma omp for, 
15.6693,192,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.6277,192,threads,close,dynamic, ,#pragma unroll,#pragma omp for, 
15.69695,128,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.621500000000001,64,cores,close,dynamic, , ,#pragma omp for, 
16.5648,192,cores,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.696,192,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.66995,256,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
16.9731,256,cores,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.63955,64,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.681049999999999,192,sockets,close,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.69355,192,cores,close,dynamic, ,#pragma unroll,#pragma omp for nowait, 
15.668600000000001,2,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.59665,8,cores,close,static, , ,#pragma omp for, 
15.94275,64,cores,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.6201,4,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
16.56215,192,cores,close,dynamic,#pragma omp parallel for, ,#pragma omp for, 
15.7396,192,threads,master,dynamic, ,#pragma unroll,#pragma omp for, 
15.75045,192,sockets,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.672699999999999,8,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.650500000000001,96,cores,close,static, ,#pragma unroll (6),#pragma omp for, 
15.687149999999999,192,cores,spread,dynamic, , ,#pragma omp for, 
15.86685,16,cores,close,dynamic, ,#pragma unroll,#pragma omp for, 
15.6755,48,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.8377,64,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.758299999999998,64,cores,close,dynamic, ,#pragma unroll,#pragma omp for, 
16.6021,192,threads,close,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
16.7992,192,cores,close,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for, 
15.6887,8,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
16.66845,192,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
16.7327,192,cores,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.7803,32,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, 
16.82725,192,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, 
15.82465,4,cores,master,dynamic, ,#pragma unroll,#pragma omp for, 
15.642399999999999,256,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.71595,4,cores,close,static, ,#pragma unroll (6),#pragma omp for, 
15.68655,128,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.8367,192,cores,master,dynamic, , ,#pragma omp for, 
15.6041,192,cores,spread,dynamic, ,#pragma unroll,#pragma omp for, 
15.7371,2,cores,close,dynamic, , ,#pragma omp for, 
15.6349,256,cores,close,static, ,#pragma unroll (6),#pragma omp for, 
15.6872,4,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.67015,96,sockets,master,dynamic, ,#pragma unroll,#pragma omp for, 
15.638349999999999,2,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.72205,8,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for, 
15.69885,192,cores,close,static, ,#pragma unroll,#pragma omp for, 
15.7021,8,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);
15.61485,192,threads,spread,dynamic, ,#pragma unroll,#pragma omp for, 
15.68215,96,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for, 
